image_id,building,number,path,split,main_visual_space,expected_annotation_extent,ambiguity_and_information,n_people_any,n_people_unassisted,n_people_manual_included,n_people_model_assisted,n_current20_manual,n_current20_any_seen,n_current20_no_record,max_current20_without_reusing_seen_nonmanual,naive_historical_topup_to20,nominal_current20_topup,n_current20_seen_nonmanual,current20_manual_workers,current20_no_record_workers,current20_seen_nonmanual_workers,coarse_type,coarse_label_provenance,boundary_label,user_doorway_group_codes,group_codes,exposure_interpretation
X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6,X7HyMhZNoso,24,data/mp3d_layout/test/img/X7HyMhZNoso_efaff409ffad4b05ba2777dbadd554f6.png,test,白床小卧室门侧,同白床卧室本体,房门及衣帽口可见，主体较完整,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G071;G073,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a,X7HyMhZNoso,25,data/mp3d_layout/test/img/X7HyMhZNoso_f03d055128104fd486151e54c9e4a32a.png,test,条纹床头主卧座椅侧,同主卧整体围合,低家具遮挡，外侧楼梯口可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G063,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,26,data/mp3d_layout/test/img/X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b.png,test,空置卧室窗侧,同空房柜墙/窗墙及入口,低遮挡，窗侧视点改变,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,无法判断,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G067,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f,Z6MFQCViBuw,1,data/mp3d_layout/test/img/Z6MFQCViBuw_099d792dbfb2402ca355fd7ed860128f.png,test,红墙会客陈列室,会客室门墙窗围合,多门可见，陈列绳与家具挡墙脚,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G074;G075;G076,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,2,data/mp3d_layout/test/img/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.png,test,长餐桌陈列室,餐室整体,餐椅遮挡下沿，多个门外空间可见,9,5,5,4,5,8,12,17,15,15,3,11;15;32;33;37,1;2;6;8;10;12;29;30;31;34;35;36,13;17;28,厨房与用餐,user_reviewed_disagreement_subset,暂不归入,,G077;G078,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,3,data/mp3d_layout/test/img/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.png,test,窄肖像陈列室,双门与侧窗限定小展室,跨门透视明显，和大餐室主空间不同,10,5,5,5,5,10,10,15,15,15,5,1;2;12;30;34,6;11;13;17;28;29;32;33;36;37,8;10;15;31;35,特殊用途,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G077;G079,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,Z6MFQCViBuw,4,data/mp3d_layout/test/img/Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27.png,test,华盖床陈列卧室,床区房内围合,大床与展绳遮挡低位墙线,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G074,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,Z6MFQCViBuw,5,data/mp3d_layout/test/img/Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719.png,test,餐室门侧,长餐桌所在房内围合,贴门视点，餐桌仅两端可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,厨房与用餐,user_reviewed_disagreement_subset,暂不归入,,G078,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,6,data/mp3d_layout/test/img/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.png,test,红墙会客陈列室近卧室门侧,本会客区与前方门墙,两室装修接近，固定细节对应待复核,5,5,5,0,5,5,15,20,15,15,0,6;8;10;17;31,1;2;11;12;13;15;28;29;30;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G075,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,Z6MFQCViBuw,7,data/mp3d_layout/test/img/Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179.png,test,红墙会客陈列室窗侧,两窗长镜及壁炉门墙围合,绳栏、座椅和装饰遮挡,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G076,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,Z6MFQCViBuw,8,data/mp3d_layout/test/img/Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45.png,test,长餐桌陈列室侧端,同餐室整体,桌椅遮挡部分墙脚,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,厨房与用餐,user_reviewed_disagreement_subset,暂不归入,,G078,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,Z6MFQCViBuw,9,data/mp3d_layout/test/img/Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06.png,test,长餐桌陈列室另一侧端,同餐室整体,展柜与餐椅遮挡相近,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,厨房与用餐,user_reviewed_disagreement_subset,暂不归入,,G078,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,10,data/mp3d_layout/test/img/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.png,test,抽屉柜陈列小室,单窗与门墙限定陈列室,柜体覆盖墙下沿，与03天花门型不同,26,0,0,26,0,20,0,0,20,20,20,,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,特殊用途,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G079,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
ZMojNkEp431_1223ee164fc040c0bd13c366f7a22059,ZMojNkEp431,1,data/mp3d_layout/valid/img/ZMojNkEp431_1223ee164fc040c0bd13c366f7a22059.png,valid,玻璃墙外长桌会议小室,长桌所在小室，玻璃分隔作为可选截断,透明隔墙外办公区透视及反射会干扰范围,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G080,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
ZMojNkEp431_f1bb3acca4ed4aada739514b1f2a44bd,ZMojNkEp431,2,data/mp3d_layout/valid/img/ZMojNkEp431_f1bb3acca4ed4aada739514b1f2a44bd.png,valid,同长桌会议小室电视端,同长桌小室,更贴玻璃与电视端，办公区透视仍可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G080,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2,b8cTxDM8gDG,1,data/mp3d_layout/test/img/b8cTxDM8gDG_055056e12afe42578c6f429bc07159d2.png,test,黑帘影音室,影音室整体至门口,黑帘遮挡墙线,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,b8cTxDM8gDG,2,data/mp3d_layout/test/img/b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd.png,test,白床卧室,床区至镜柜及楼梯门,门外楼梯与强光,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,b8cTxDM8gDG,3,data/mp3d_layout/test/img/b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba.png,test,双床卧室窗侧,双床房墙窗围合,电视与双床遮挡,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G081,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,4,data/mp3d_layout/test/img/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.png,test,短走廊靠楼梯侧,短走道或平台范围,门外平台与多门信息,26,26,26,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G082,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,b8cTxDM8gDG,5,data/mp3d_layout/test/img/b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71.png,test,海景书房休憩区,书架与海景窗围合的连续区,玻璃外露台可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G083;G084,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf,b8cTxDM8gDG,6,data/mp3d_layout/test/img/b8cTxDM8gDG_3892d409b66644439f5afcf3d296efbf.png,test,弯折卧室走廊,弯廊墙线及各房门,弯墙遮住远端,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G085,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,7,data/mp3d_layout/test/img/b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.png,test,黑床头卧室,卧室窗、衣柜、卫生间口,床挡下沿,26,0,0,26,0,20,0,0,20,20,20,,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G086,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73,b8cTxDM8gDG,8,data/mp3d_layout/test/img/b8cTxDM8gDG_8316e9313299447bb1f574aaf8cbec73.png,test,短走廊靠影音室端,走道或影音入口范围,两端空间不同程度可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G082,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913,b8cTxDM8gDG,9,data/mp3d_layout/test/img/b8cTxDM8gDG_afc1807e6a1946b79137c1a158526913.png,test,开放厨房,灶台及岛台所在厨房围合,透见起居，柜体挡墙角,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G087,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30,b8cTxDM8gDG,10,data/mp3d_layout/test/img/b8cTxDM8gDG_b15db460058c41e8aa0c0720344daa30.png,test,短走廊中段,两端门和窗的走道围合,两端跨门可能扩大范围,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G082,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2,b8cTxDM8gDG,11,data/mp3d_layout/test/img/b8cTxDM8gDG_bcd82ce0da1846a58f9d97b00e022af2.png,test,弯折走廊端部,同弯廊与卧室门,凹壁及弯折截断远端,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G085,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5,b8cTxDM8gDG,12,data/mp3d_layout/test/img/b8cTxDM8gDG_bd2d16e81707455eacd72cda7eb5d3d5.png,test,海景书房沙发与桌侧,同海景书房休憩围合,玻璃外露台可见，书架挡墙,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G083,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,b8cTxDM8gDG,13,data/mp3d_layout/test/img/b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4.png,test,楼梯平台健身通行区,平台、高差和各宽口,高差、多区及栏杆造成范围解释,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,prior_discussion,,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_d6f573aa1add4621af53ba492838ff45,b8cTxDM8gDG,14,data/mp3d_layout/test/img/b8cTxDM8gDG_d6f573aa1add4621af53ba492838ff45.png,test,小床及桑拿区,小床室本体至连接大床区开口,桑拿门与相邻床区,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G088,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,b8cTxDM8gDG,15,data/mp3d_layout/test/img/b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e.png,test,双盆浴缸卫浴,卫浴主体至两端门,玻璃淋浴与浴帘,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa,b8cTxDM8gDG,16,data/mp3d_layout/test/img/b8cTxDM8gDG_ddc9afa8e031453abd45c783fbfeb4aa.png,test,双床卧室入口侧,同双床卧室围合,门外卫浴走道可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G081,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,17,data/mp3d_layout/test/img/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.png,test,黑床头卧室门侧,同卧室范围,门外红黑浴室更显著,5,5,5,0,4,4,16,20,15,16,0,28;29;31;36,1;2;6;8;10;11;12;13;15;17;30;32;33;34;35;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G086,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,18,data/mp3d_layout/test/img/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.png,test,小床与相邻床区连接处,两区截取存在多个解释,同图两床区域隔墙与高差线索,6,6,6,0,4,4,16,20,14,16,0,10;13;34;35,1;2;6;8;11;12;15;17;28;29;30;31;32;33;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G088,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,19,data/mp3d_layout/test/img/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.png,test,海景餐桌与起居区,餐桌起居到厨房连续范围,不是上层书房，岛台与隔墙,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G084;G087,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db,e9zR4mvMWw7,1,data/mp3d_layout/test/img/e9zR4mvMWw7_0977162f6d4e47f7b3764379ba68d8db.png,test,有顶露台餐桌区,露台围栏与建筑外墙范围,外部开放边界与室内不同,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,特殊用途,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,2,data/mp3d_layout/test/img/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,test,双床卧室窗角,双床房整体围合,窗角近相机，镜柜反射,6,6,6,0,5,5,15,20,14,15,0,28;29;31;35;36,1;2;6;8;10;11;12;13;15;17;30;32;33;34;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G089,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,3,data/mp3d_layout/test/img/e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.png,test,花床主卧,主卧床区至衣帽及卫浴门,双门外延范围歧义,26,0,0,26,0,20,0,0,20,20,20,,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G090,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_16eb46a968384060821cb59d0e04f4dd,e9zR4mvMWw7,4,data/mp3d_layout/test/img/e9zR4mvMWw7_16eb46a968384060821cb59d0e04f4dd.png,test,入户前厅,前厅至各口/楼梯,多口及高差,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G091,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_184edf3d3a4d482dae288e4811945331,e9zR4mvMWw7,5,data/mp3d_layout/test/img/e9zR4mvMWw7_184edf3d3a4d482dae288e4811945331.png,test,彩色三角床品卧室,独立卧室,镜柜、床挡下沿,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,e9zR4mvMWw7,6,data/mp3d_layout/test/img/e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11.png,test,白桌藤椅餐区,餐区固定墙段到厨房口,厨房与旁侧起居连通，范围可多解,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G092;G093,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc,e9zR4mvMWw7,7,data/mp3d_layout/test/img/e9zR4mvMWw7_192fb2a16486430a96b34dffc2e8cbbc.png,test,花床主卧墙侧,主卧整体,门外卫浴及走道可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G090,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5,e9zR4mvMWw7,8,data/mp3d_layout/test/img/e9zR4mvMWw7_1cbe7276fcee411c8695f5f11ac45eb5.png,test,花床主卧入口侧,主卧或入口跨门截取,近房门，楼梯平台信息,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G090,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,9,data/mp3d_layout/test/img/e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.png,test,白桌藤椅餐区另一侧,同餐区围合,厨房墙端与横梁形成范围线索,6,6,6,0,4,4,16,20,14,16,0,6;10;13;34,1;2;8;11;12;15;17;28;29;30;31;32;33;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G092,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,10,data/mp3d_layout/test/img/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.png,test,蓝条床品卧室,独立卧室至门,镜柜反射和床遮挡,26,0,0,26,0,20,0,0,20,20,20,,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G094,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94,e9zR4mvMWw7,11,data/mp3d_layout/test/img/e9zR4mvMWw7_1f8ee74dbb254dff85771776279eae94.png,test,花床主卧近卫浴门,卧室与卫浴门侧截取,贴卫浴入口，白瓷砖小室信息显著,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G090,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_1ff35596f9cb4b98ba4f08dda81c1654,e9zR4mvMWw7,12,data/mp3d_layout/test/img/e9zR4mvMWw7_1ff35596f9cb4b98ba4f08dda81c1654.png,test,上层走廊中段及楼梯,廊道及楼梯洞口,双向延伸和多个房门,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G095,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b,e9zR4mvMWw7,13,data/mp3d_layout/test/img/e9zR4mvMWw7_2224be23a70a475ea6daa55d4c90a91b.png,test,厨房与白桌餐区连接视点,厨房/餐区两种范围解释,柜墙端、地材变换、对侧餐区均明显,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,prior_discussion,,,G096,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3,e9zR4mvMWw7,14,data/mp3d_layout/test/img/e9zR4mvMWw7_2594cedd9da64c338c1ba98abed9efb3.png,test,独立淋浴洗手卫浴,单间盆厕淋浴范围,玻璃隔挡及门外长廊,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G097,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200,e9zR4mvMWw7,15,data/mp3d_layout/test/img/e9zR4mvMWw7_2e52341d21b940b5b38a9e26c4cf4200.png,test,花床主卧入口侧,同08入口附近范围,楼梯平台信息与08相似,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G090,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,16,data/mp3d_layout/test/img/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.png,test,上层沙发起居楼梯侧,上层起居主体及楼梯边,半墙与高差,26,0,0,26,0,20,0,0,20,20,20,,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G098,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
