image_id,building_id,historical_response_n,raw_n,usable_n,raw_unique_workers,usable_unique_workers,dense_ge16,raw_point_counts_json,effective_point_counts_json,raw_stage_counts_json,raw_condition_counts_json,raw_context_n,usable_context_n,raw_duplicate_workers_json,usable_duplicate_workers_json,empty_n,coordinate_invalid_n,confirmed_ambiguous_excluded_n,confirmed_point_removed_n,unconfirmed_odd_usable_n,raw_worker_ids_json,usable_worker_ids_json,usable_canonical_ids_json
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,26,26,25,26,25,True,"{""0"":1,""8"":25}","{""8"":25}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""02a6165f728512be"",""03a5a7938f3bceda"",""0a1c8601e04b599f"",""0bd267b8394911d5"",""0d6002eae1176c5f"",""185cbe761c53dbfb"",""1c8e741f896488d2"",""35bcb07be735e1ae"",""39862ea4ed4d42b7"",""3fb3e730c4ba6ebd"",""47d71f3b195999c4"",""4cf5787dcaa5c4a7"",""4f1635eeb3ed5772"",""6485c7fbd234d6c2"",""696b71f3de3b882e"",""6d9cd5c9b998f82d"",""823935bba4b64e40"",""84066d511aa37cba"",""98e8b750c5da5865"",""a8a8ea606b35d4f8"",""abc74f50ca3f1b02"",""b53b2a93b5bac420"",""b5cc0142eb0bebb7"",""ba585cd2ad9ac724"",""df7f08c1cf75bd2e""]"
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,9,5,5,5,5,False,"{""12"":2,""16"":3}","{""12"":2,""16"":3}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""12"",""34"",""37""]","[""1"",""2"",""12"",""34"",""37""]","[""2e74f8f5d535803c2fb2"",""4dfaf6dedad2424beadf"",""54158b496be934232a98"",""55cde5ca98b3a274f9ca"",""6de2c46ce6d59af34337""]"
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,5,5,5,5,5,False,"{""24"":3,""26"":1,""28"":1}","{""24"":3,""26"":1,""28"":1}","{""C1"":5}","{""manual"":5}",1,1,{},{},0,0,0,0,0,"[""11"",""15"",""28"",""29"",""36""]","[""11"",""15"",""28"",""29"",""36""]","[""38d59659d0a299c09ed6"",""4cf2eede79562a2d7541"",""7f189afde4de2b5b50ec"",""a1f8bda6422774a397a9"",""e2e73bba558362ef7df7""]"
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,26,26,25,26,25,True,"{""0"":1,""8"":4,""9"":1,""10"":2,""12"":2,""14"":4,""16"":3,""18"":1,""20"":8}","{""8"":4,""9"":1,""10"":2,""12"":2,""14"":4,""16"":3,""18"":1,""20"":8}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,1,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""026b9a1fe7ba6a07"",""0657f6415220d28c"",""0f26a801f28ae1ea"",""170e1369f3fbeb52"",""1855cec45f3e93ab"",""1894f27c3fd308cd"",""1b3675da6acfc3f6"",""1f27c10411477390"",""45ab7471668e03d9"",""4a6dba8a9c32eb66"",""4d26dca68df3a0a4"",""4d4eeebacecb850a"",""6426cfae34d581ff"",""6d67a30583e6d492"",""6decc656fd10407c"",""7231fd59d0668aa1"",""78e7d9bc59680788"",""899b2864942e642d"",""9732c6f38ae221f0"",""97a3f59e2ba873d1"",""a49a93c3a2018b34"",""b5c368a4140e7de4"",""ef46460f29fb4a76"",""f75ec2a5eb7100a8"",""fb6a42a891f7dcee""]"
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,26,26,26,26,26,True,"{""6"":1,""8"":1,""10"":1,""12"":2,""14"":3,""16"":2,""18"":1,""20"":1,""24"":9,""26"":1,""28"":4}","{""6"":1,""8"":1,""10"":1,""12"":2,""14"":3,""16"":2,""18"":1,""20"":1,""24"":9,""26"":1,""28"":4}","{""P1"":26}","{""manual"":26}",1,1,{},{},0,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""02b72fbd029d4c27"",""100894ba6bbd1c2a"",""1a628f7c69f6416b"",""25b1a2f938069b01"",""264bb601655e3517"",""426f97d5e9bd1052"",""5d31260441c8ba34"",""6b2052d3fba9dfe9"",""716886a2da0110e0"",""89baed79d40c1055"",""90ea86e7d48174ff"",""94c06b2d1bd3e71f"",""a1fe8ddab1fe7c86"",""a26eb6f92e013247"",""a3975721377143bb"",""b66f79e3d5607ae9"",""b9f7aa260a402700"",""c107457021c4fdda"",""c609905186295723"",""d2e973b350e6241e"",""d89e352b650edb48"",""db91666fae7b3b76"",""e117dbefc01bd181"",""e2d08cec9b8c01da"",""e77a797b88db2ceb"",""f219dc1036258a80""]"
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,26,26,25,26,25,True,"{""0"":1,""8"":24,""10"":1}","{""8"":24,""10"":1}","{""P1"":26}","{""manual"":26}",1,1,{},{},1,0,0,0,0,"[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""26"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""1"",""2"",""6"",""8"",""10"",""11"",""12"",""13"",""14"",""15"",""17"",""18"",""19"",""21"",""27"",""28"",""29"",""30"",""31"",""32"",""33"",""34"",""35"",""36"",""37""]","[""2a68ebf9479544f2"",""2aa11903e1e2a8fb"",""35beed046856ed1b"",""398867996052b28c"",""3d6c8170506a516d"",""5def2fdb264b3ea8"",""5ffdf0267c883e0a"",""6e286d07d3043739"",""7228f5183729b915"",""7d8f8c93438817f7"",""7e0dce22d3201606"",""82dbf4fb1236b236"",""85385720d4e79c4a"",""8e3ecaaf2c910392"",""9f5db4e5cbff48df"",""a2752ac316044731"",""af73022856defe60"",""b6dc5d3d3d9ab9db"",""b88d269a40ffad84"",""ce0c8ffdd0ade449"",""d3d0c96ce57812bb"",""ddc532c60d92d3d2"",""dde9c112922dbd80"",""f5bf71c30bae3aab"",""f65c780de894847a""]"
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,zsNo4HB9uLZ,1,1,1,1,1,False,"{""8"":1}","{""8"":1}","{""C2-A-RP"":1}","{""manual"":1}",1,1,{},{},0,0,0,0,0,"[""35""]","[""35""]","[""4f1effa8aeec2f6ca224""]"
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,4,4,4,4,4,False,"{""8"":4}","{""8"":4}","{""C2-A-RP"":2,""C2-B"":2}","{""manual"":4}",2,2,{},{},0,0,0,0,0,"[""1"",""2"",""10"",""35""]","[""1"",""2"",""10"",""35""]","[""52cf50ccdad93af27c5d"",""682625e3d592552bf5a1"",""95625df034393995804f"",""970482034011870740d6""]"
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,4,4,4,4,4,False,"{""6"":1,""8"":3}","{""6"":1,""8"":3}","{""C2-A-RP"":2,""C2-B"":2}","{""manual"":4}",2,2,{},{},0,0,0,0,0,"[""15"",""30"",""31"",""32""]","[""15"",""30"",""31"",""32""]","[""0671823b060edef4c4ef"",""3bc3d2c6ec733d6d5152"",""62bf51d9b56439c8e99a"",""b0b172b4994b226c45a4""]"
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ,2,2,2,2,2,False,"{""8"":2}","{""8"":2}","{""C2-A-RP"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""15"",""32""]","[""15"",""32""]","[""9d63775d8e3275770d76"",""db0804d9134b27e34fab""]"
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,4,4,4,4,4,False,"{""8"":3,""16"":1}","{""8"":3,""16"":1}","{""C2-A-RP"":4}","{""manual"":4}",2,2,{},{},0,0,0,0,0,"[""6"",""8"",""17"",""36""]","[""6"",""8"",""17"",""36""]","[""5da8421414d215c9e3b4"",""5e9e9d9845545debf1db"",""77bfed0053e3227b86ae"",""fdc854f0d4dc7acc11b0""]"
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,zsNo4HB9uLZ,2,2,2,2,2,False,"{""12"":2}","{""12"":2}","{""C2-B"":2}","{""manual"":2}",1,1,{},{},0,0,0,0,0,"[""32"",""33""]","[""32"",""33""]","[""689916ee7ab74788c194"",""68dfb0359f4ee26ffa9d""]"
